       cpu_cost       |     memory_cost     |    volume_cost    | monthly_cost_type |     namespace      |     node     | usage_start |                                                                                                                                                                                                                                                                   pod_labels
  126.000000000000000 |   0.000000000000000 | 0.000000000000000 |                   | smoke_test         | node-tests-2 | 2025-07-28  | {"app": "metrictesting", "vm_kubevirt_io_name": "secondcostmodelvm", "cpu_core_usage_per_hour": 0, "node_core_cost_per_hour": "1.2000000000", "memory_gb_usage_per_hour": 0, "cpu_core_request_per_hour": 0, "cluster_core_cost_per_hour": 0, "memory_gb_request_per_hour": 0, "storage_gb_usage_per_month": 0, "storage_gb_request_per_month": 0, "cpu_core_effective_usage_per_hour": 0, "memory_gb_effective_usage_per_hour": 0}
  330.654545454545455 | 714.000000000000000 | 0.000000000000000 |                   | smoke_test         | node-tests   | 2025-07-28  | {"app": "ratetesting", "vm_kubevirt_io_name": "firstcostmodelvm", "cpu_core_usage_per_hour": "1.0000000000", "node_core_cost_per_hour": 0, "memory_gb_usage_per_hour": "1.0000000000", "cpu_core_request_per_hour": "1.0000000000", "cluster_core_cost_per_hour": "1.3000000000", "memory_gb_request_per_hour": "1.0000000000", "storage_gb_usage_per_month": "10.0000000000", "storage_gb_request_per_month": "10.0000000000", "cpu_core_effective_usage_per_hour": "1.0000000000", "memory_gb_effective_usage_per_hour": "10.0000000000"}
  100.800000000000000 |   0.000000000000000 | 0.000000000000000 |                   | smoke_test         | node-tests   | 2025-07-28  | {"app": "ratetesting", "vm_kubevirt_io_name": "firstcostmodelvm", "cpu_core_usage_per_hour": 0, "node_core_cost_per_hour": "1.2000000000", "memory_gb_usage_per_hour": 0, "cpu_core_request_per_hour": 0, "cluster_core_cost_per_hour": 0, "memory_gb_request_per_hour": 0, "storage_gb_usage_per_month": 0, "storage_gb_request_per_month": 0, "cpu_core_effective_usage_per_hour": 0, "memory_gb_effective_usage_per_hour": 0}
                      |   0.000000000000000 | 0.000000000000000 | Cluster           | smoke_test         | node-tests   | 2025-07-28  |
                      |   0.000000000000000 | 0.000000000000000 | Node              | smoke_test         | node-tests   | 2025-07-28  |
                      |   0.000000000000000 | 0.000000000000000 | Node_Core_Month   | smoke_test         | node-tests   | 2025-07-28  |
    0.000000000000000 |   0.000000000000000 | 1.693548387096780 |                   | smoke_test         | node-tests   | 2025-07-28  |
                      |   0.000000000000000 | 0.000000000000000 | Cluster           | smoke_test         | node-tests-2 | 2025-07-28  |
                      |   0.000000000000000 | 0.000000000000000 | Node              | smoke_test         | node-tests-2 | 2025-07-28  |
                      |   0.000000000000000 | 0.000000000000000 | Node_Core_Month   | smoke_test         | node-tests-2 | 2025-07-28  |
    0.000000000000000 |   0.000000000000000 | 2.258064516129030 |                   | smoke_test         | node-tests-2 | 2025-07-28  |
    2.932551319648094 |   0.000000000000000 | 0.000000000000000 | Cluster           | Worker unallocated | node-tests   | 2025-07-28  |
    3.225806451612903 |   0.000000000000000 | 0.000000000000000 | Node              | Worker unallocated | node-tests   | 2025-07-28  |
   32.580645161290323 |   0.000000000000000 | 0.000000000000000 | Node_Core_Month   | Worker unallocated | node-tests   | 2025-07-28  |
  160.363636363636364 | 798.000000000000000 | 0.000000000000000 |                   | Worker unallocated | node-tests   | 2025-07-28  |
    2.932551319648094 |   0.000000000000000 | 0.000000000000000 | Cluster           | Worker unallocated | node-tests-2 | 2025-07-28  |
    2.688172043010753 |   0.000000000000000 | 0.000000000000000 | Node              | Worker unallocated | node-tests-2 | 2025-07-28  |
   32.580645161290323 |   0.000000000000000 | 0.000000000000000 | Node_Core_Month   | Worker unallocated | node-tests-2 | 2025-07-28  |
  160.363636363636364 | 798.000000000000000 | 0.000000000000000 |                   | Worker unallocated | node-tests-2 | 2025-07-28  |



 3780.000000000000000 |   0.000000000000000 | 0.000000000000000 | Node_Core_Hour    | smoke_test         | node-tests-2 | 2025-07-28  | {"app": "metrictesting", "file": "node_cost_by_tag.sql"}
  756.000000000000000 |   0.000000000000000 | 0.000000000000000 | Node_Core_Hour    | Worker unallocated | node-tests-2 | 2025-07-28  | {"app": "metrictesting", "metric": "node_cost_per_month_tag"}
 3024.000000000000000 |   0.000000000000000 | 0.000000000000000 | Node_Core_Hour    | smoke_test         | node-tests   | 2025-07-28  | {"app": "ratetesting", "file": "node_cost_by_tag.sql"}
  756.000000000000000 |   0.000000000000000 | 0.000000000000000 | Node_Core_Hour    | Worker unallocated | node-tests   | 2025-07-28  | {"app": "ratetesting", "metric": "node_cost_per_month_tag"}
